ncbiTaxID_new,superkingdom_id,superkingdom,phylum_id,phylum,class_id,class,order_id,order,family_id,family,genus_id,genus,species_id,species,rank_new,name_new,Temp,Temp_Range_Average,Temp_Duplicate_Average,Temp_Value,Type,Source,Source_ID,taxid_original,taxid_was_merged,taxid_was_deleted,taxid_is_deleted_after_update,has_refseq_assembly
2541728,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,31989.0,Paracoccaceae,2699245.0,Carideicomes,2541728.0,Carideicomes alvinocaridis,species,Carideicomes alvinocaridis,37.00,37.00,37.0,original,optimum,Tempura,Tempura3328,2541728,False,False,False,False
2569155,2.0,Bacteria,1239.0,Bacillota,186801.0,Clostridia,186802.0,Eubacteriales,31979.0,Clostridiaceae,1485.0,Clostridium,2569155.0,Clostridium composti,species,Clostridium composti,37.00,37.00,37.0,original,optimum,Tempura,Tempura1603,2569155,False,False,False,False
2603327,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,2037.0,Actinomycetales,2049.0,Actinomycetaceae,2603326.0,Fudania,2603327.0,Fudania jinshanensis,species,Fudania jinshanensis,37.00,37.00,37.0,original,optimum,Tempura,Tempura2707,2603327,False,False,False,False
2662266,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,72275.0,Alteromonadaceae,2662254.0,Marisediminitalea,2662266.0,Marisediminitalea mangrovi,species,Marisediminitalea mangrovi,37.00,37.00,37.0,original,optimum,Tempura,Tempura3327,2662266,False,False,False,False
2670335,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135613.0,Chromatiales,1676141.0,Wenzhouxiangellaceae,1676142.0,Wenzhouxiangella,2670335.0,Wenzhouxiangella salilacus,species,Wenzhouxiangella salilacus,37.00,37.00,37.0,original,optimum,Tempura,Tempura3326,2670335,False,False,False,False
2691156,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,1385.0,Bacillales,186817.0,Bacillaceae,74385.0,Gracilibacillus,2691156.0,Gracilibacillus aidingensis,species,Gracilibacillus aidingensis,37.00,37.00,37.0,original,optimum,Tempura,Tempura1599,2691156,False,False,False,False
46470,2.0,Bacteria,1239.0,Bacillota,186801.0,Clostridia,53433.0,Halanaerobiales,53434.0,Halobacteroidaceae,42418.0,Halanaerobacter,46470.0,Halanaerobacter lacunarum,species,Halanaerobacter lacunarum,37.50,37.50,37.5,original,optimum,Tempura,Tempura1000,46470,False,False,False,False
368977,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,1385.0,Bacillales,186817.0,Bacillaceae,331654.0,Alkalibacillus,368977.0,Alkalibacillus halophilus,species,Alkalibacillus halophilus,37.50,37.50,37.5,original,optimum,Tempura,Tempura945,368977,False,False,False,False
426368,2157.0,Archaea,28890.0,Euryarchaeota,183939.0,Methanococci,2182.0,Methanococcales,2183.0,Methanococcaceae,2184.0,Methanococcus,39152.0,Methanococcus maripaludis,strain,Methanococcus maripaludis C7,37.50,37.50,37.5,original,optimum,"Lyubetsky et al., 2020",Lyu35,426368,False,False,False,False
444158,2157.0,Archaea,28890.0,Euryarchaeota,183939.0,Methanococci,2182.0,Methanococcales,2183.0,Methanococcaceae,2184.0,Methanococcus,39152.0,Methanococcus maripaludis,strain,Methanococcus maripaludis C6,37.50,37.50,37.5,original,optimum,"Lyubetsky et al., 2020",Lyu34,444158,False,False,False,False
