ncbiTaxID_new,superkingdom_id,superkingdom,phylum_id,phylum,class_id,class,order_id,order,family_id,family,genus_id,genus,species_id,species,rank_new,name_new,Temp,Temp_Range_Average,Temp_Duplicate_Average,Temp_Value,Type,Source,Source_ID,protein_count
1767027,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,237.0,Flavobacterium,1767027.0,Flavobacterium suaedae,species,Flavobacterium suaedae,31.50,31.50,31.5,original,optimum,Tempura,Tempura4407,2882
1817964,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,356.0,Hyphomicrobiales,82115.0,Rhizobiaceae,323620.0,Shinella,1817964.0,Shinella curvata,species,Shinella curvata,31.50,31.50,31.5,original,optimum,Tempura,Tempura2449,5666
1849103,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85006.0,Micrococcales,145357.0,Dermacoccaceae,1096776.0,Flexivirga,1849103.0,Flexivirga endophytica,species,Flexivirga endophytica,31.50,31.50,31.5,original,optimum,Tempura,Tempura2448,4467
1940690,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267893.0,Idiomarinaceae,2800384.0,Pseudidiomarina,1940690.0,Pseudidiomarina andamanensis,species,Pseudidiomarina andamanensis,31.50,31.50,31.5,original,optimum,Tempura,Tempura2447,2211
2042995,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,1707752.0,Hanstruepera,2042995.0,Hanstruepera ponticola,species,Hanstruepera ponticola,33.00,33.00,31.5,average,optimum,Tempura,Tempura3554,0
2047749,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,31989.0,Paracoccaceae,2047745.0,Oceaniglobus,2047749.0,Oceaniglobus indicus,species,Oceaniglobus indicus,31.50,31.50,31.5,original,optimum,Tempura,Tempura6046,0
2083203,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,1287916.0,Euzebyella,2083203.0,Euzebyella algicola,species,Euzebyella algicola,31.50,31.50,31.5,original,optimum,Tempura,Tempura6060,0
2172019,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85009.0,Propionibacteriales,85015.0,Nocardioidaceae,1839.0,Nocardioides,2172019.0,Nocardioides pelophilus,species,Nocardioides pelophilus,31.50,31.50,31.5,original,optimum,Tempura,Tempura4372,0
2364273,2.0,Bacteria,200940.0,Thermodesulfobacteriota,3031651.0,Desulfuromonadia,3031668.0,Geobacterales,213422.0,Geobacteraceae,2651583.0,Geomonas,2364273.0,Geomonas oryzae,species,Geomonas oryzae,31.50,31.50,31.5,original,optimum,Tempura,Tempura3147,0
2509675,2.0,Bacteria,200795.0,Chloroflexota,388447.0,Ktedonobacteria,388448.0,Ktedonobacterales,2692416.0,Ktedonosporobacteraceae,2692417.0,Ktedonosporobacter,2509675.0,Ktedonosporobacter rubrisoli,species,Ktedonosporobacter rubrisoli,31.50,31.50,31.5,original,optimum,Tempura,Tempura2446,9315
2529433,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,237.0,Flavobacterium,2529433.0,Flavobacterium silvisoli,species,Flavobacterium silvisoli,31.50,31.50,31.5,original,optimum,Tempura,Tempura4371,2535
2562681,2.0,Bacteria,200940.0,Thermodesulfobacteriota,3031651.0,Desulfuromonadia,3031668.0,Geobacterales,213422.0,Geobacteraceae,2651583.0,Geomonas,2562681.0,Geomonas terrae,species,Geomonas terrae,31.50,31.50,31.5,original,optimum,Tempura,Tempura3146,3868
2570226,2.0,Bacteria,200940.0,Thermodesulfobacteriota,3031651.0,Desulfuromonadia,3031668.0,Geobacterales,213422.0,Geobacteraceae,2651583.0,Geomonas,2570226.0,Geomonas edaphica,species,Geomonas edaphica,31.50,31.50,31.5,original,optimum,Tempura,Tempura3145,0
2570227,2.0,Bacteria,200940.0,Thermodesulfobacteriota,3031651.0,Desulfuromonadia,3031668.0,Geobacterales,213422.0,Geobacteraceae,2651583.0,Geomonas,2570227.0,Geomonas ferrireducens,species,Geomonas ferrireducens,31.50,31.50,31.5,original,optimum,Tempura,Tempura3144,0
2665665,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,1385.0,Bacillales,186821.0,Sporolactobacillaceae,442527.0,Scopulibacillus,2665665.0,Scopulibacillus cellulosilyticus,species,Scopulibacillus cellulosilyticus,31.50,31.50,31.5,original,optimum,Tempura,Tempura2445,4177
2707068,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204457.0,Sphingomonadales,41297.0,Sphingomonadaceae,13687.0,Sphingomonas,2707068.0,Sphingomonas montis,species,Sphingomonas montis,31.50,31.50,31.5,original,optimum,Tempura,Tempura3126,0
1458337,2.0,Bacteria,57723.0,Acidobacteriota,1562566.0,Blastocatellia,1748771.0,Blastocatellales,1748772.0,Blastocatellaceae,1748767.0,Stenotrophobacter,1458337.0,Stenotrophobacter terrae,species,Stenotrophobacter terrae,31.55,31.55,31.55,original,optimum,Tempura,Tempura4399,0
926,2.0,Bacteria,1224.0,Pseudomonadota,28216.0,Betaproteobacteria,80840.0,Burkholderiales,,,32012.0,Thiomonas,926.0,Thiomonas intermedia,species,Thiomonas intermedia,32.50,32.50,31.67,average,optimum,"Lyubetsky et al., 2020",Lyu482,17
438744,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135619.0,Oceanospirillales,28256.0,Halomonadaceae,2745.0,Halomonas,438744.0,Halomonas caseinilytica,species,Halomonas caseinilytica,30.00,30.00,31.67,average,optimum,BacDive,6069,3245
103816,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85007.0,Mycobacteriales,85025.0,Nocardiaceae,1827.0,Rhodococcus,103816.0,Rhodococcus pyridinivorans,species,Rhodococcus pyridinivorans,33.50,33.50,31.75,average,optimum,Tempura,Tempura2332,5227
267135,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204457.0,Sphingomonadales,335929.0,Erythrobacteraceae,1041.0,Erythrobacter,267135.0,Erythrobacter donghaensis,species,Erythrobacter donghaensis,33.50,33.50,31.75,average,optimum,BacDive,5394,0
444608,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85006.0,Micrococcales,85023.0,Microbacteriaceae,1195526.0,Gryllotalpicola,444608.0,Gryllotalpicola ginsengisoli,species,Gryllotalpicola ginsengisoli,30-37,33.50,31.75,average,optimum,BacDive,7515,0
479117,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85006.0,Micrococcales,85019.0,Brevibacteriaceae,1696.0,Brevibacterium,479117.0,Brevibacterium ravenspurgense,species,Brevibacterium ravenspurgense,34.00,34.00,31.83,average,optimum,BacDive,1843,2021
139,2.0,Bacteria,203691.0,Spirochaetota,203692.0,Spirochaetia,136.0,Spirochaetales,1643685.0,Borreliaceae,64895.0,Borreliella,139.0,Borreliella burgdorferi,species,Borreliella burgdorferi,32.00,32.00,32.0,original,optimum,"Lyubetsky et al., 2020",Lyu445,2901
964,2.0,Bacteria,1224.0,Pseudomonadota,28216.0,Betaproteobacteria,80840.0,Burkholderiales,75682.0,Oxalobacteraceae,963.0,Herbaspirillum,964.0,Herbaspirillum seropedicae,species,Herbaspirillum seropedicae,32.00,32.00,32.0,original,optimum,"Lyubetsky et al., 2020",Lyu449,4776
1001,2.0,Bacteria,976.0,Bacteroidota,768503.0,Cytophagia,768507.0,Cytophagales,1937968.0,Bernardetiaceae,1937995.0,Garritya,1001.0,Garritya polymorpha,species,Garritya polymorpha,32.00,32.00,32.0,original,optimum,Tempura,Tempura7402,0
1063,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,31989.0,Paracoccaceae,1653176.0,Cereibacter,1063.0,Cereibacter sphaeroides,species,Cereibacter sphaeroides,32.00,32.00,32.0,original,optimum,"Lyubetsky et al., 2020",Lyu452,5561
2133,2.0,Bacteria,544448.0,Mycoplasmatota,31969.0,Mollicutes,186328.0,Entomoplasmatales,2131.0,Spiroplasmataceae,2132.0,Spiroplasma,2133.0,Spiroplasma citri,species,Spiroplasma citri,32.00,32.00,32.0,original,optimum,"Lyubetsky et al., 2020",Lyu454,1875
33865,2157.0,Archaea,28890.0,Euryarchaeota,224756.0,Methanomicrobia,2191.0,Methanomicrobiales,2194.0,Methanomicrobiaceae,2314.0,Methanoplanus,33865.0,Methanoplanus endosymbiosus,species,Methanoplanus endosymbiosus,32.00,32.00,32.0,original,optimum,Tempura,Tempura6530,2795
37625,2.0,Bacteria,200940.0,Thermodesulfobacteriota,3031651.0,Desulfuromonadia,69541.0,Desulfuromonadales,3031659.0,Geopsychrobacteraceae,37817.0,Desulfuromusa,37625.0,Desulfuromusa kysingii,species,Desulfuromusa kysingii,32.00,32.00,32.0,original,optimum,Tempura,Tempura6635,3343
37626,2.0,Bacteria,200940.0,Thermodesulfobacteriota,3031651.0,Desulfuromonadia,69541.0,Desulfuromonadales,3031659.0,Geopsychrobacteraceae,37817.0,Desulfuromusa,37626.0,Desulfuromusa succinoxidans,species,Desulfuromusa succinoxidans,32.00,32.00,32.0,original,optimum,Tempura,Tempura6634,3
45655,2.0,Bacteria,200940.0,Thermodesulfobacteriota,3024418.0,Desulfobacteria,213118.0,Desulfobacterales,2931039.0,Desulfococcaceae,45654.0,Desulfonema,45655.0,Desulfonema magnum,species,Desulfonema magnum,32.00,32.00,32.0,original,optimum,Tempura,Tempura4890,9756
72022,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,31989.0,Paracoccaceae,265.0,Paracoccus,72022.0,Paracoccus methylarcula,species,Paracoccus methylarcula,32.00,32.00,32.0,original,optimum,Tempura,Tempura3125,3662
76980,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,356.0,Hyphomicrobiales,2829814.0,Ahrensiaceae,152180.0,Ahrensia,76980.0,Ahrensia kielensis,species,Ahrensia kielensis,32.00,32.00,32.0,original,optimum,Tempura,Tempura4889,3249
79681,2.0,Bacteria,1239.0,Bacillota,1737404.0,Tissierellia,1737405.0,Tissierellales,1737406.0,Tissierellaceae,41273.0,Tissierella,79681.0,Tissierella creatinophila,species,Tissierella creatinophila,32.00,32.00,32.0,original,optimum,Tempura,Tempura4403,2534
80816,2.0,Bacteria,2818505.0,Myxococcota,,,3031714.0,Haliangiales,224464.0,Kofleriaceae,162027.0,Haliangium,80816.0,Haliangium ochraceum,species,Haliangium ochraceum,32.00,32.00,32.0,original,optimum,Tempura,Tempura4402,6688
80842,2.0,Bacteria,1224.0,Pseudomonadota,28216.0,Betaproteobacteria,80840.0,Burkholderiales,75682.0,Oxalobacteraceae,963.0,Herbaspirillum,80842.0,Herbaspirillum rubrisubalbicans,species,Herbaspirillum rubrisubalbicans,32.00,32.00,32.0,original,optimum,"Lyubetsky et al., 2020",Lyu448,5151
92645,2.0,Bacteria,1224.0,Pseudomonadota,28216.0,Betaproteobacteria,80840.0,Burkholderiales,75682.0,Oxalobacteraceae,963.0,Herbaspirillum,92645.0,Herbaspirillum frisingense,species,Herbaspirillum frisingense,32.00,32.00,32.0,original,optimum,"Lyubetsky et al., 2020",Lyu447,5037
117606,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135619.0,Oceanospirillales,28256.0,Halomonadaceae,2745.0,Halomonas,117606.0,Halomonas maura,species,Halomonas maura,32.00,32.00,32.0,original,optimum,Tempura,Tempura3569,15
119863,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135619.0,Oceanospirillales,28256.0,Halomonadaceae,42054.0,Chromohalobacter,119863.0,Chromohalobacter nigrandesensis,species,Chromohalobacter nigrandesensis,32.00,32.00,32.0,original,optimum,BacDive,6001,0
138336,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,1643682.0,Geodermatophilales,85030.0,Geodermatophilaceae,38501.0,Blastococcus,138336.0,Blastococcus saxobsidens,species,Blastococcus saxobsidens,32.00,32.00,32.0,original,optimum,BacDive,5813,9010
148453,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,1385.0,Bacillales,3076165.0,Salinicoccaceae,3076172.0,Lacicoccus,148453.0,Lacicoccus alkaliphilus,species,Lacicoccus alkaliphilus,32.00,32.00,32.0,original,optimum,Tempura,Tempura1494,2512
169679,2.0,Bacteria,1239.0,Bacillota,186801.0,Clostridia,186802.0,Eubacteriales,31979.0,Clostridiaceae,1485.0,Clostridium,169679.0,Clostridium saccharobutylicum,species,Clostridium saccharobutylicum,32.00,32.00,32.0,original,optimum,"Lyubetsky et al., 2020",Lyu446,4372
214888,2.0,Bacteria,544448.0,Mycoplasmatota,31969.0,Mollicutes,186328.0,Entomoplasmatales,,,2919614.0,Williamsoniiplasma,214888.0,Williamsoniiplasma luminosum,species,Williamsoniiplasma luminosum,32.00,32.00,32.0,original,optimum,Tempura,Tempura7401,866
216934,2.0,Bacteria,544448.0,Mycoplasmatota,31969.0,Mollicutes,186328.0,Entomoplasmatales,2131.0,Spiroplasmataceae,2132.0,Spiroplasma,216934.0,Spiroplasma corruscae,species,Spiroplasma corruscae,32.00,32.00,32.0,original,optimum,"Lyubetsky et al., 2020",Lyu455,1039
216936,2.0,Bacteria,544448.0,Mycoplasmatota,31969.0,Mollicutes,186328.0,Entomoplasmatales,2131.0,Spiroplasmataceae,2132.0,Spiroplasma,216936.0,Spiroplasma diminutum,species,Spiroplasma diminutum,32.00,32.00,32.0,original,optimum,"Lyubetsky et al., 2020",Lyu456,858
216938,2.0,Bacteria,544448.0,Mycoplasmatota,31969.0,Mollicutes,186328.0,Entomoplasmatales,2131.0,Spiroplasmataceae,2132.0,Spiroplasma,216938.0,Spiroplasma helicoides,species,Spiroplasma helicoides,32.00,32.00,32.0,original,optimum,"Lyubetsky et al., 2020",Lyu457,1144
216942,2.0,Bacteria,544448.0,Mycoplasmatota,31969.0,Mollicutes,186328.0,Entomoplasmatales,2131.0,Spiroplasmataceae,2132.0,Spiroplasma,216942.0,Spiroplasma litorale,species,Spiroplasma litorale,32.00,32.00,32.0,original,optimum,"Lyubetsky et al., 2020",Lyu458,1061
216945,2.0,Bacteria,544448.0,Mycoplasmatota,31969.0,Mollicutes,186328.0,Entomoplasmatales,2131.0,Spiroplasmataceae,2132.0,Spiroplasma,216945.0,Spiroplasma syrphidicola,species,Spiroplasma syrphidicola,32.00,32.00,32.0,original,optimum,"Lyubetsky et al., 2020",Lyu459,1006
240303,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,1385.0,Bacillales,186817.0,Bacillaceae,45667.0,Halobacillus,240303.0,Halobacillus aidingensis,species,Halobacillus aidingensis,32.00,32.00,32.0,original,optimum,BacDive,1347,4227
243838,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135613.0,Chromatiales,255526.0,Halothiobacillaceae,307586.0,Thiovirga,243838.0,Thiovirga sulfuroxydans,species,Thiovirga sulfuroxydans,32.00,32.00,32.0,original,optimum,Tempura,Tempura3141,1
263723,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267893.0,Idiomarinaceae,135575.0,Idiomarina,263723.0,Idiomarina fontislapidosi,species,Idiomarina fontislapidosi,32.00,32.00,32.0,original,optimum,BacDive,6231,2617
263724,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267893.0,Idiomarinaceae,135575.0,Idiomarina,263724.0,Idiomarina ramblicola,species,Idiomarina ramblicola,32.00,32.00,32.0,original,optimum,BacDive,6232,2512
314276,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267893.0,Idiomarinaceae,135575.0,Idiomarina,190892.0,Idiomarina baltica,strain,Idiomarina baltica OS145,32.00,32.00,32.0,original,optimum,Tempura,Tempura1499,2601
315421,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,72275.0,Alteromonadaceae,226.0,Alteromonas,315421.0,Alteromonas hispanica,species,Alteromonas hispanica,32.00,32.00,32.0,original,optimum,Tempura,Tempura3566,3372
323273,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,363408.0,Nonlabens,323273.0,Nonlabens tegetincola,species,Nonlabens tegetincola,32.00,32.00,32.0,original,optimum,Tempura,Tempura2594,2951
362837,2.0,Bacteria,544448.0,Mycoplasmatota,31969.0,Mollicutes,186328.0,Entomoplasmatales,2131.0,Spiroplasmataceae,2132.0,Spiroplasma,362837.0,Spiroplasma cantharicola,species,Spiroplasma cantharicola,32.00,32.00,32.0,original,optimum,"Lyubetsky et al., 2020",Lyu453,1017
373675,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,436357.0,Thalassococcus,373675.0,Thalassococcus halodurans,species,Thalassococcus halodurans,32.00,32.00,32.0,original,optimum,Tempura,Tempura2593,3829
396014,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85006.0,Micrococcales,85020.0,Dermabacteraceae,43668.0,Brachybacterium,396014.0,Brachybacterium phenoliresistens,species,Brachybacterium phenoliresistens,32.50,32.50,32.0,average,optimum,BacDive,3915,3605
421525,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,2762318.0,Weeksellaceae,2782231.0,Kaistella,421525.0,Kaistella haifensis,species,Kaistella haifensis,32.00,32.00,32.0,original,optimum,Tempura,Tempura3238,2680
427920,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,1385.0,Bacillales,186817.0,Bacillaceae,2893050.0,Alkalihalobacterium,427920.0,Alkalihalobacterium alkalinitrilicum,species,Alkalihalobacterium alkalinitrilicum,32.00,32.00,32.0,original,optimum,Tempura,Tempura3237,0
436308,2157.0,Archaea,651137.0,Nitrososphaerota,1643678.0,Nitrososphaeria,31932.0,Nitrosopumilales,338190.0,Nitrosopumilaceae,338191.0,Nitrosopumilus,338192.0,Nitrosopumilus maritimus,strain,Nitrosopumilus maritimus SCM1,32.00,32.00,32.0,original,optimum,Tempura,Tempura6631,1797
467180,2.0,Bacteria,1224.0,Pseudomonadota,28216.0,Betaproteobacteria,206351.0,Neisseriales,1499392.0,Chromobacteriaceae,535.0,Chromobacterium,467180.0,Chromobacterium aquaticum,species,Chromobacterium aquaticum,32.00,32.00,32.0,original,optimum,Tempura,Tempura1224,4525
556177,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,1385.0,Bacillales,186822.0,Paenibacillaceae,44249.0,Paenibacillus,556177.0,Paenibacillus purispatii,species,Paenibacillus purispatii,32.00,32.00,32.0,original,optimum,Tempura,Tempura4655,0
562743,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,1385.0,Bacillales,186817.0,Bacillaceae,29331.0,Amphibacillus,1216008.0,Amphibacillus jilinensis,strain,Amphibacillus jilinensis Y1,32.00,32.00,32.0,original,optimum,Tempura,Tempura2819,0
568072,2.0,Bacteria,976.0,Bacteroidota,768503.0,Cytophagia,768507.0,Cytophagales,563798.0,Cyclobacteriaceae,246875.0,Algoriphagus,568072.0,Algoriphagus olei,species,Algoriphagus olei,32.00,32.00,32.0,original,optimum,Tempura,Tempura4886,0
571177,2.0,Bacteria,200940.0,Thermodesulfobacteriota,3024418.0,Desulfobacteria,213118.0,Desulfobacterales,3031624.0,Desulfosarcinaceae,2299.0,Desulfosarcina,571177.0,Desulfosarcina alkanivorans,species,Desulfosarcina alkanivorans,32.00,32.00,32.0,original,optimum,Tempura,Tempura6057,6431
585455,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,3085109.0,Thiohalobacterales,3085110.0,Thiohalobacteraceae,1273155.0,Thiohalobacter,585455.0,Thiohalobacter thiocyanaticus,species,Thiohalobacter thiocyanaticus,32.00,32.00,32.0,original,optimum,Tempura,Tempura3565,5870
634127,2.0,Bacteria,1224.0,Pseudomonadota,28216.0,Betaproteobacteria,80840.0,Burkholderiales,119060.0,Burkholderiaceae,1822464.0,Paraburkholderia,634127.0,Paraburkholderia heleia,species,Paraburkholderia heleia,32.00,32.00,32.0,original,optimum,Tempura,Tempura2822,0
648751,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85009.0,Propionibacteriales,85015.0,Nocardioidaceae,1434003.0,Flindersiella,648751.0,Flindersiella endophytica,species,Flindersiella endophytica,32.00,32.00,32.0,original,optimum,Tempura,Tempura6021,0
694432,2.0,Bacteria,29547.0,Campylobacterota,,,,,3049522.0,Thioreductoraceae,269252.0,Thioreductor,269253.0,Thioreductor micantisoli,strain,Thioreductor micantisoli BKB25Ts-Y,32.00,32.00,32.0,original,optimum,Tempura,Tempura2823,0
762643,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135619.0,Oceanospirillales,28256.0,Halomonadaceae,3137764.0,Litchfieldella,762643.0,Litchfieldella rifensis,species,Litchfieldella rifensis,32.00,32.00,32.0,original,optimum,Tempura,Tempura2821,4372
915059,2.0,Bacteria,976.0,Bacteroidota,768503.0,Cytophagia,768507.0,Cytophagales,200667.0,Flammeovirgaceae,59739.0,Flammeovirga,915059.0,Flammeovirga pacifica,species,Flammeovirga pacifica,32.00,32.00,32.0,original,optimum,Tempura,Tempura2820,4843
977983,2.0,Bacteria,976.0,Bacteroidota,117747.0,Sphingobacteriia,200666.0,Sphingobacteriales,84566.0,Sphingobacteriaceae,28453.0,Sphingobacterium,977983.0,Sphingobacterium pakistanense,species,Sphingobacterium pakistanense,32.00,32.00,32.0,original,optimum,Tempura,Tempura4885,0
994319,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,72274.0,Pseudomonadales,2887365.0,Marinobacteraceae,2742.0,Marinobacter,994319.0,Marinobacter xestospongiae,species,Marinobacter xestospongiae,32.00,32.00,32.0,original,optimum,Tempura,Tempura3101,4235
999931,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85006.0,Micrococcales,145357.0,Dermacoccaceae,1535207.0,Barrientosiimonas,999931.0,Barrientosiimonas humi,species,Barrientosiimonas humi,32.00,32.00,32.0,original,optimum,BacDive,3935,3329
1034943,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,118969.0,Legionellales,444.0,Legionellaceae,445.0,Legionella,1034943.0,Legionella massiliensis,species,Legionella massiliensis,32.00,32.00,32.0,original,optimum,Tempura,Tempura7400,3751
1037320,2.0,Bacteria,1224.0,Pseudomonadota,28216.0,Betaproteobacteria,206351.0,Neisseriales,1499392.0,Chromobacteriaceae,568394.0,Pseudogulbenkiania,1037320.0,Pseudogulbenkiania gefcensis,species,Pseudogulbenkiania gefcensis,32.00,32.00,32.0,original,optimum,Tempura,Tempura3563,0
1085644,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,72273.0,Thiotrichales,34064.0,Francisellaceae,1869285.0,Allofrancisella,1085644.0,Allofrancisella frigidaquae,species,Allofrancisella frigidaquae,32.00,32.00,32.0,original,optimum,Tempura,Tempura4884,1457
1085647,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,72273.0,Thiotrichales,34064.0,Francisellaceae,1869285.0,Allofrancisella,1085647.0,Allofrancisella inopinata,species,Allofrancisella inopinata,32.00,32.00,32.0,original,optimum,Tempura,Tempura4883,1499
1119534,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85009.0,Propionibacteriales,85015.0,Nocardioidaceae,1839.0,Nocardioides,1119534.0,Nocardioides perillae,species,Nocardioides perillae,32.00,32.00,32.0,original,optimum,Tempura,Tempura4882,3381
1121934,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85006.0,Micrococcales,85023.0,Microbacteriaceae,256818.0,Gulosibacter,256821.0,Gulosibacter molinativorax,strain,Gulosibacter molinativorax DSM 13485,28.00,28.00,32.0,average,optimum,BacDive,7329,0
1129264,2.0,Bacteria,203691.0,Spirochaetota,203692.0,Spirochaetia,136.0,Spirochaetales,2791015.0,Sphaerochaetaceae,399320.0,Sphaerochaeta,1129264.0,Sphaerochaeta associata,species,Sphaerochaeta associata,32.00,32.00,32.0,original,optimum,Tempura,Tempura4401,3211
1166482,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,1706369.0,Cellvibrionales,1706371.0,Cellvibrionaceae,1458243.0,Pseudomaricurvus,1166482.0,Pseudomaricurvus alcaniphilus,species,Pseudomaricurvus alcaniphilus,32.00,32.00,32.0,original,optimum,Tempura,Tempura4710,0
1216008,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,1385.0,Bacillales,186817.0,Bacillaceae,29331.0,Amphibacillus,1216008.0,Amphibacillus jilinensis,species,Amphibacillus jilinensis,32.00,32.00,32.0,original,optimum,BacDive,1407,0
1217799,2.0,Bacteria,200795.0,Chloroflexota,301297.0,Dehalococcoidia,1202465.0,Dehalococcoidales,1202464.0,Dehalococcoidaceae,670486.0,Dehalogenimonas,1217799.0,Dehalogenimonas alkenigignens,species,Dehalogenimonas alkenigignens,32.00,32.00,32.0,original,optimum,Tempura,Tempura3140,1927
1276229,2.0,Bacteria,544448.0,Mycoplasmatota,31969.0,Mollicutes,186328.0,Entomoplasmatales,2131.0,Spiroplasmataceae,2132.0,Spiroplasma,216945.0,Spiroplasma syrphidicola,strain,Spiroplasma syrphidicola EA-1,32.00,32.00,32.0,original,optimum,Tempura,Tempura3239,1006
1293890,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204441.0,Rhodospirillales,2844866.0,Thalassospiraceae,168934.0,Thalassospira,1293890.0,Thalassospira alkalitolerans,species,Thalassospira alkalitolerans,32.00,32.00,32.0,original,optimum,Tempura,Tempura4709,4066
1338436,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85006.0,Micrococcales,1268.0,Micrococcaceae,596707.0,Sinomonas,1338436.0,Sinomonas humi,species,Sinomonas humi,32.00,32.00,32.0,original,optimum,Tempura,Tempura4290,3444
1348774,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204457.0,Sphingomonadales,335929.0,Erythrobacteraceae,1295327.0,Croceicoccus,1348774.0,Croceicoccus naphthovorans,species,Croceicoccus naphthovorans,32.00,32.00,32.0,original,optimum,Tempura,Tempura1223,3411
1379903,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,93682.0,Roseivivax,1379903.0,Roseivivax marinus,species,Roseivivax marinus,32.00,32.00,32.0,original,optimum,Tempura,Tempura4881,4264
1403243,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,1385.0,Bacillales,186817.0,Bacillaceae,1386.0,Bacillus,1403243.0,Bacillus canaveralius,species,Bacillus canaveralius,32.00,32.00,32.0,original,optimum,Tempura,Tempura1881,4398
1413221,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85011.0,Kitasatosporales,2062.0,Streptomycetaceae,1883.0,Streptomyces,1413221.0,Streptomyces ferrugineus,species,Streptomyces ferrugineus,32.00,32.00,32.0,original,optimum,Tempura,Tempura3562,8480
