ncbiTaxID_new,superkingdom_id,superkingdom,phylum_id,class_id,class,order_id,order,family_id,family,genus_id,genus,species_id,species,rank_new,name_new,Temp,Temp_Range_Average,Temp_Duplicate_Average,Temp_Value,Type,Source,Source_ID,taxid_original,taxid_was_merged,taxid_was_deleted,taxid_is_deleted_after_update,has_refseq_assembly,bin_name
1168730,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85009.0,Propionibacteriales,85015.0,Nocardioidaceae,1839.0,Nocardioides,1168730.0,Nocardioides glacieisoli,species,Nocardioides glacieisoli,20.00,20.00,20.0,original,optimum,Tempura,Tempura7464,1168730,False,False,False,True,mesophiles bin 1
1449352,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85011.0,Kitasatosporales,2062.0,Streptomycetaceae,228398.0,Streptacidiphilus,105425.0,Streptacidiphilus albus,strain,Streptacidiphilus albus JL83,17.50,17.50,17.5,original,optimum,aciDB,aciDB238,1449352,False,False,False,True,mesophiles bin 1
372484,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,145360.0,Sanguibacteraceae,60919.0,Sanguibacter,372484.0,Sanguibacter antarcticus,species,Sanguibacter antarcticus,24.50,24.50,24.5,original,optimum,Tempura,Tempura8207,372484,False,False,False,True,mesophiles bin 1
414771,2.0,Bacteria,1239.0,91061.0,Bacilli,1385.0,Bacillales,186822.0,Paenibacillaceae,44249.0,Paenibacillus,414771.0,Paenibacillus donghaensis,species,Paenibacillus donghaensis,22.50,22.50,22.5,original,optimum,Tempura,Tempura8249,414771,False,False,False,True,mesophiles bin 1
283816,2.0,Bacteria,1239.0,91061.0,Bacilli,1385.0,Bacillales,186817.0,Bacillaceae,2675233.0,Metabacillus,283816.0,Metabacillus herbersteinensis,species,Metabacillus herbersteinensis,16.00,16.00,16.0,original,optimum,BacDive,1232,283816,False,False,False,True,mesophiles bin 1
91623,2.0,Bacteria,1239.0,186801.0,Clostridia,186802.0,Eubacteriales,31979.0,Clostridiaceae,1485.0,Clostridium,91623.0,Clostridium akagii,species,Clostridium akagii,22.50,22.50,22.5,original,optimum,Tempura,Tempura8257,91623,False,False,False,True,mesophiles bin 1
504936,2.0,Bacteria,1239.0,91061.0,Bacilli,186826.0,Lactobacillales,33958.0,Lactobacillaceae,2930384.0,Periweissella,504936.0,Periweissella beninensis,species,Periweissella beninensis,15.00,15.00,15.0,original,optimum,BacDive,6860,504936,False,False,False,True,mesophiles bin 1
161360,2.0,Bacteria,1239.0,91061.0,Bacilli,1385.0,Bacillales,186818.0,Planococcaceae,1372.0,Planococcus,161360.0,Planococcus antarcticus,species,Planococcus antarcticus,20.00,20.00,20.0,original,optimum,Tempura,Tempura8055,161360,False,False,False,True,mesophiles bin 1
2018669,2.0,Bacteria,1239.0,186801.0,Clostridia,186802.0,Eubacteriales,2937909.0,Desulfitobacteriaceae,79206.0,Desulfosporosinus,2018669.0,Desulfosporosinus fructosivorans,species,Desulfosporosinus fructosivorans,20.00,20.00,20.0,original,optimum,Tempura,Tempura8583,2018669,False,False,False,True,mesophiles bin 1
213248,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,232115.0,Mesonia,213248.0,Mesonia algae,species,Mesonia algae,21-23,22.00,22.0,original,optimum,BacDive,5616,213248,False,False,False,True,mesophiles bin 1
1111730,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,237.0,Flavobacterium,271155.0,Flavobacterium antarcticum,strain,Flavobacterium antarcticum DSM 19726,21.20,21.20,21.2,original,optimum,BacDive,5557,1111730,False,False,False,True,mesophiles bin 1
1353778,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,237.0,Flavobacterium,1353778.0,Flavobacterium lacus,species,Flavobacterium lacus,17.50,17.50,17.5,original,optimum,Tempura,Tempura8536,1353778,False,False,False,True,mesophiles bin 1
1137985,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,358023.0,Lutibacter,1137985.0,Lutibacter holmesii,species,Lutibacter holmesii,24.00,24.00,24.0,original,optimum,Tempura,Tempura7543,1137985,False,False,False,True,mesophiles bin 1
475255,2.0,Bacteria,976.0,117747.0,Sphingobacteriia,200666.0,Sphingobacteriales,84566.0,Sphingobacteriaceae,84567.0,Pedobacter,475255.0,Pedobacter nyackensis,species,Pedobacter nyackensis,20.00,20.00,20.0,original,optimum,Tempura,Tempura7486,475255,False,False,False,True,mesophiles bin 1
1150600,2.0,Bacteria,976.0,117747.0,Sphingobacteriia,200666.0,Sphingobacteriales,84566.0,Sphingobacteriaceae,1288026.0,Arcticibacter,1288027.0,Arcticibacter svalbardensis,strain,Arcticibacter svalbardensis MN12-7,18.00,18.00,18.0,original,optimum,Tempura,Tempura8488,1150600,False,False,False,True,mesophiles bin 1
96345,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,237.0,Flavobacterium,96345.0,Flavobacterium psychrophilum,species,Flavobacterium psychrophilum,15-20,17.50,17.5,original,optimum,BacDive,5529,96345,False,False,False,True,mesophiles bin 1
195907,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,244698.0,Gillisia,195907.0,Gillisia limnaea,species,Gillisia limnaea,20.00,20.00,20.0,original,optimum,Tempura,Tempura8054,195907,False,False,False,True,mesophiles bin 1
283786,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,283785.0,Bizionia,283786.0,Bizionia paragorgiae,species,Bizionia paragorgiae,24.00,24.00,24.0,original,optimum,Tempura,Tempura6613,283786,False,False,False,True,mesophiles bin 1
266749,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,2762318.0,Weeksellaceae,2782231.0,Kaistella,266749.0,Kaistella jeonii,species,Kaistella jeonii,21.50,21.50,21.5,original,optimum,Tempura,Tempura7537,266749,False,False,False,True,mesophiles bin 1
249351,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,237.0,Flavobacterium,249351.0,Flavobacterium psychrolimnae,species,Flavobacterium psychrolimnae,20.00,20.00,20.0,original,optimum,BacDive,5540,249351,False,False,False,True,mesophiles bin 1
1908239,2.0,Bacteria,976.0,117747.0,Sphingobacteriia,200666.0,Sphingobacteriales,84566.0,Sphingobacteriaceae,84567.0,Pedobacter,1908239.0,Pedobacter lithocola,species,Pedobacter lithocola,20.00,20.00,20.0,original,optimum,Tempura,Tempura8027,1908239,False,False,False,True,mesophiles bin 1
425498,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,261827.0,Algibacter,425498.0,Algibacter mikhailovii,species,Algibacter mikhailovii,24.00,24.00,24.0,original,optimum,Tempura,Tempura6507,425498,False,False,False,True,mesophiles bin 1
556529,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,237.0,Flavobacterium,556529.0,Flavobacterium algicola,species,Flavobacterium algicola,20.00,20.00,20.0,original,optimum,Tempura,Tempura8460,556529,False,False,False,True,mesophiles bin 1
1849968,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,1209327.0,Flavivirga,1849968.0,Flavivirga aquatica,species,Flavivirga aquatica,17.50,17.50,17.5,original,optimum,Tempura,Tempura8282,1849968,False,False,False,True,mesophiles bin 1
59602,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,49279.0,Gelidibacter,59602.0,Gelidibacter gilvus,species,Gelidibacter gilvus,20.00,20.00,20.0,original,optimum,Tempura,Tempura8523,59602,False,False,False,True,mesophiles bin 1
392714,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,363408.0,Nonlabens,392714.0,Nonlabens antarcticus,species,Nonlabens antarcticus,15.00,15.00,15.0,original,optimum,Tempura,Tempura8596,392714,False,False,False,True,mesophiles bin 1
1078754,2.0,Bacteria,976.0,768503.0,Cytophagia,768507.0,Cytophagales,2896860.0,Spirosomataceae,120831.0,Dyadobacter,1078754.0,Dyadobacter arcticus,species,Dyadobacter arcticus,18.00,18.00,18.0,original,optimum,Tempura,Tempura8349,1078754,False,False,False,True,mesophiles bin 1
983,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,237.0,Flavobacterium,983.0,Flavobacterium flevense,species,Flavobacterium flevense,15.00,15.00,18.75,average,optimum,BacDive,5513,983,False,False,False,True,mesophiles bin 1
218490,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,52959.0,Polaribacter,218490.0,Polaribacter butkevichii,species,Polaribacter butkevichii,22.00,22.00,22.0,original,optimum,Tempura,Tempura7521,218490,False,False,False,True,mesophiles bin 1
1841482,2.0,Bacteria,976.0,1853228.0,Chitinophagia,1853229.0,Chitinophagales,563835.0,Chitinophagaceae,1210116.0,Flavitalea,1841482.0,Flavitalea antarctica,species,Flavitalea antarctica,20.00,20.00,20.0,original,optimum,Tempura,Tempura8337,1841482,False,False,False,True,mesophiles bin 1
2029677,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,104267.0,Tenacibaculum,2029677.0,Tenacibaculum insulae,species,Tenacibaculum insulae,19.00,19.00,19.0,original,optimum,Tempura,Tempura8204,2029677,False,False,False,True,mesophiles bin 1
271155,2.0,Bacteria,976.0,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,237.0,Flavobacterium,271155.0,Flavobacterium antarcticum,species,Flavobacterium antarcticum,21.20,21.20,21.2,original,optimum,Tempura,Tempura8424,271155,False,False,False,True,mesophiles bin 1
2077091,2.0,Bacteria,976.0,1853228.0,Chitinophagia,1853229.0,Chitinophagales,563835.0,Chitinophagaceae,2307285.0,Flavipsychrobacter,2077091.0,Flavipsychrobacter stenotrophus,species,Flavipsychrobacter stenotrophus,19.00,19.00,19.0,original,optimum,Tempura,Tempura8566,2077091,False,False,False,True,mesophiles bin 1
929558,2.0,Bacteria,29547.0,3031852.0,Epsilonproteobacteria,213849.0,Campylobacterales,2771471.0,Sulfurimonadaceae,202746.0,Sulfurimonas,1176482.0,Sulfurimonas gotlandica,strain,Sulfurimonas gotlandica GD1,15.00,15.00,15.0,original,optimum,Tempura,Tempura8595,929558,False,False,False,True,mesophiles bin 1
34090,2.0,Bacteria,1090.0,191410.0,Chlorobiia,191411.0,Chlorobiales,191412.0,Chlorobiaceae,1099.0,Pelodictyon,34090.0,Pelodictyon phaeoclathratiforme,species,Pelodictyon phaeoclathratiforme,22.50,22.50,22.5,original,optimum,"Lyubetsky et al., 2020",Lyu159,34090,False,False,False,True,mesophiles bin 1
325778,2157.0,Archaea,28890.0,224756.0,Methanomicrobia,94695.0,Methanosarcinales,2206.0,Methanosarcinaceae,2225.0,Methanococcoides,325778.0,Methanococcoides alaskense,species,Methanococcoides alaskense,23.60,23.60,23.6,original,optimum,Tempura,Tempura7546,325778,False,False,False,True,mesophiles bin 1
1123032,2.0,Bacteria,32066.0,203490.0,Fusobacteriia,203491.0,Fusobacteriales,203492.0,Fusobacteriaceae,623282.0,Psychrilyobacter,271091.0,Psychrilyobacter atlanticus,strain,Psychrilyobacter atlanticus DSM 19335,18.50,18.50,18.5,original,optimum,BacDive,5784,1123032,False,False,False,True,mesophiles bin 1
2014610,2.0,Bacteria,142182.0,219685.0,Gemmatimonadia,219686.0,Gemmatimonadales,219687.0,Gemmatimonadaceae,2093335.0,Roseisolibacter,2014610.0,Roseisolibacter agri,species,Roseisolibacter agri,22.50,22.50,22.5,original,optimum,Tempura,Tempura6615,2014610,False,False,False,True,mesophiles bin 1
1111041,2.0,Bacteria,256845.0,1313211.0,Lentisphaeria,278081.0,Lentisphaerales,566277.0,Lentisphaeraceae,256846.0,Lentisphaera,1111041.0,Lentisphaera marina,species,Lentisphaera marina,20.00,20.00,20.0,original,optimum,Tempura,Tempura8043,1111041,False,False,False,True,mesophiles bin 1
81459,2.0,Bacteria,544448.0,31969.0,Mollicutes,186328.0,Entomoplasmatales,33925.0,Entomoplasmataceae,46239.0,Mesoplasma,81459.0,Mesoplasma melaleucae,species,Mesoplasma melaleucae,23.00,23.00,23.0,original,optimum,Tempura,Tempura8011,81459,False,False,False,True,mesophiles bin 1
466153,2.0,Bacteria,203682.0,203683.0,Planctomycetia,2691356.0,Isosphaerales,1763524.0,Isosphaeraceae,466152.0,Singulisphaera,466153.0,Singulisphaera acidiphila,species,Singulisphaera acidiphila,23.00,23.00,23.0,original,optimum,"Lyubetsky et al., 2020",Lyu163,466153,False,False,False,True,mesophiles bin 1
552518,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204441.0,Rhodospirillales,41295.0,Rhodospirillaceae,1091044.0,Elstera,552518.0,Elstera litoralis,species,Elstera litoralis,22.50,22.50,22.5,original,optimum,Tempura,Tempura8518,552518,False,False,False,True,mesophiles bin 1
335975,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,60136.0,Sulfitobacter,335975.0,Sulfitobacter litoralis,species,Sulfitobacter litoralis,20.00,20.00,20.0,original,optimum,Tempura,Tempura8051,335975,False,False,False,True,mesophiles bin 1
1641715,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,1706369.0,Cellvibrionales,1706375.0,Spongiibacteraceae,1434044.0,Sinobacterium,1641715.0,Sinobacterium norvegicum,species,Sinobacterium norvegicum,18.00,18.00,18.0,original,optimum,Tempura,Tempura8585,1641715,False,False,False,True,mesophiles bin 1
1524463,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135614.0,Lysobacterales,1775411.0,Rhodanobacteraceae,75309.0,Rhodanobacter,1524463.0,Rhodanobacter sp. FW510-T8,species,Rhodanobacter sp. FW510-T8,22.50,22.50,22.5,original,optimum,aciDB,aciDB205,1524463,False,False,False,True,mesophiles bin 1
1524462,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135614.0,Lysobacterales,1775411.0,Rhodanobacteraceae,75309.0,Rhodanobacter,1524462.0,Rhodanobacter sp. FW510-R10,species,Rhodanobacter sp. FW510-R10,22.50,22.50,22.5,original,optimum,aciDB,aciDB208,1524462,False,False,False,True,mesophiles bin 1
238836,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267890.0,Shewanellaceae,22.0,Shewanella,238836.0,Shewanella donghaensis,species,Shewanella donghaensis,17.00,17.00,17.0,original,optimum,Tempura,Tempura8569,238836,False,False,False,True,mesophiles bin 1
595494,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135624.0,Aeromonadales,84642.0,Aeromonadaceae,43947.0,Tolumonas,43948.0,Tolumonas auensis,strain,Tolumonas auensis DSM 9187,22.00,22.00,22.0,original,optimum,BacDive,294,595494,False,False,False,True,mesophiles bin 1
45610,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,2887326.0,Moraxellales,468.0,Moraxellaceae,497.0,Psychrobacter,45610.0,Psychrobacter urativorans,species,Psychrobacter urativorans,18.00,18.00,18.0,original,optimum,"Lyubetsky et al., 2020",Lyu138,45610,False,False,False,True,mesophiles bin 1
930805,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,1706369.0,Cellvibrionales,1706372.0,Halieaceae,1217416.0,Halioglobus,930805.0,Halioglobus japonicus,species,Halioglobus japonicus,22.50,22.50,22.5,original,optimum,Tempura,Tempura8242,930805,False,False,False,True,mesophiles bin 1
395965,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,356.0,Hyphomicrobiales,45404.0,Beijerinckiaceae,120652.0,Methylocella,199596.0,Methylocella silvestris,strain,Methylocella silvestris BL2,20.00,20.00,20.0,original,optimum,Tempura,Tempura8265,395965,False,False,False,True,mesophiles bin 1
1844006,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,302485.0,Phaeobacter,1844006.0,Phaeobacter porticola,species,Phaeobacter porticola,24.00,24.00,24.0,original,optimum,Tempura,Tempura8192,1844006,False,False,False,True,mesophiles bin 1
645,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135624.0,Aeromonadales,84642.0,Aeromonadaceae,642.0,Aeromonas,645.0,Aeromonas salmonicida,species,Aeromonas salmonicida,23.50,23.50,23.5,original,optimum,"Lyubetsky et al., 2020",Lyu164,645,False,False,False,True,mesophiles bin 1
1843236,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204457.0,Sphingomonadales,41297.0,Sphingomonadaceae,13687.0,Sphingomonas,1843236.0,Sphingomonas montana,species,Sphingomonas montana,22.50,22.50,22.5,original,optimum,Tempura,Tempura8221,1843236,False,False,False,True,mesophiles bin 1
1524097,2.0,Bacteria,1224.0,28216.0,Betaproteobacteria,80840.0,Burkholderiales,75682.0,Oxalobacteraceae,149698.0,Massilia,1524097.0,Massilia glaciei,species,Massilia glaciei,20.00,20.00,20.0,original,optimum,Tempura,Tempura8032,1524097,False,False,False,True,mesophiles bin 1
641665,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267889.0,Colwelliaceae,28228.0,Colwellia,641665.0,Colwellia chukchiensis,species,Colwellia chukchiensis,24.00,24.00,24.0,original,optimum,BacDive,2879,641665,False,False,False,True,mesophiles bin 1
1970447,2.0,Bacteria,1224.0,28216.0,Betaproteobacteria,80840.0,Burkholderiales,,,32012.0,Thiomonas,1970447.0,Thiomonas sp. 13-64-67,species,Thiomonas sp. 13-64-67,15.27,15.27,15.27,original,optimum,aciDB,aciDB383,1970447,False,False,False,True,mesophiles bin 1
81479,2.0,Bacteria,1224.0,28216.0,Betaproteobacteria,80840.0,Burkholderiales,80864.0,Comamonadaceae,28065.0,Rhodoferax,81479.0,Rhodoferax antarcticus,species,Rhodoferax antarcticus,15.00,15.00,15.0,original,optimum,"Lyubetsky et al., 2020",Lyu132,81479,False,False,False,True,mesophiles bin 1
394264,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,60136.0,Sulfitobacter,394264.0,Sulfitobacter marinus,species,Sulfitobacter marinus,22.50,22.50,22.5,original,optimum,Tempura,Tempura7213,394264,False,False,False,True,mesophiles bin 1
2040274,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204457.0,Sphingomonadales,41297.0,Sphingomonadaceae,13687.0,Sphingomonas,2040274.0,Sphingomonas antarctica,species,Sphingomonas antarctica,20.00,20.00,20.0,original,optimum,Tempura,Tempura8023,2040274,False,False,False,True,mesophiles bin 1
218670,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,72274.0,Pseudomonadales,2887365.0,Marinobacteraceae,2742.0,Marinobacter,218670.0,Marinobacter excellens,species,Marinobacter excellens,22.50,22.50,22.5,original,optimum,Tempura,Tempura3301,218670,False,False,False,True,mesophiles bin 1
1873883,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,356.0,Hyphomicrobiales,45401.0,Hyphomicrobiaceae,29407.0,Rhodoplanes,1873883.0,Rhodoplanes sp. JGI PP 4-B12,species,Rhodoplanes sp. JGI PP 4-B12,23.00,23.00,23.0,original,optimum,aciDB,aciDB211,1873883,False,False,False,True,mesophiles bin 1
506591,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,191028.0,Leisingera,506591.0,Leisingera caerulea,species,Leisingera caerulea,24.00,24.00,24.0,original,optimum,Tempura,Tempura2541,506591,False,False,False,True,mesophiles bin 1
1192854,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135613.0,Chromatiales,449719.0,Granulosicoccaceae,437504.0,Granulosicoccus,437505.0,Granulosicoccus antarcticus,strain,Granulosicoccus antarcticus IMCC3135,20.00,20.00,20.0,original,optimum,Tempura,Tempura8468,1192854,False,False,False,True,mesophiles bin 1
56813,2.0,Bacteria,1224.0,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267890.0,Shewanellaceae,22.0,Shewanella,56813.0,Shewanella gelidimarina,species,Shewanella gelidimarina,16.00,16.00,16.0,original,optimum,Tempura,Tempura8564,56813,False,False,False,True,mesophiles bin 1
1128113,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,2800059.0,Maricaulales,2800062.0,Robiginitomaculaceae,1246884.0,Algimonas,1128113.0,Algimonas porphyrae,species,Algimonas porphyrae,20.00,20.00,20.0,original,optimum,Tempura,Tempura8042,1128113,False,False,False,True,mesophiles bin 1
696762,2.0,Bacteria,1224.0,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,31989.0,Paracoccaceae,1195766.0,Planktotalea,696762.0,Planktotalea frisia,species,Planktotalea frisia,22.50,22.50,22.5,original,optimum,Tempura,Tempura7514,696762,False,False,False,True,mesophiles bin 1
570835,2.0,Bacteria,57723.0,204432.0,Terriglobia,204433.0,Terriglobales,204434.0,Acidobacteriaceae,388463.0,Edaphobacter,570835.0,Edaphobacter aggregans,species,Edaphobacter aggregans,30.00,30.00,30.0,original,optimum,BacDive,133,570835,False,False,False,True,mesophiles bin 2
1381558,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85012.0,Streptosporangiales,2004.0,Streptosporangiaceae,321315.0,Sphaerisporangium,1381558.0,Sphaerisporangium rufum,species,Sphaerisporangium rufum,30.00,30.00,30.0,original,optimum,Tempura,Tempura6534,1381558,False,False,False,True,mesophiles bin 2
988821,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,85016.0,Cellulomonadaceae,1707.0,Cellulomonas,988821.0,Cellulomonas marina,species,Cellulomonas marina,26.50,26.50,26.5,original,optimum,Tempura,Tempura6458,988821,False,False,False,True,mesophiles bin 2
2182385,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,85020.0,Dermabacteraceae,43668.0,Brachybacterium,2182385.0,Brachybacterium endophyticum,species,Brachybacterium endophyticum,30.00,30.00,30.0,original,optimum,Tempura,Tempura4932,2182385,False,False,False,True,mesophiles bin 2
926357,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85008.0,Micromonosporales,28056.0,Micromonosporaceae,195964.0,Asanoa,926357.0,Asanoa siamensis,species,Asanoa siamensis,27.50,27.50,27.5,original,optimum,BacDive,7853,926357,False,False,False,True,mesophiles bin 2
56055,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,145358.0,Bogoriellaceae,56054.0,Bogoriella,56055.0,Bogoriella caseilytica,species,Bogoriella caseilytica,28-37,32.50,32.5,original,optimum,BacDive,1770,56055,False,False,False,True,mesophiles bin 2
2036,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,85023.0,Microbacteriaceae,2034.0,Curtobacterium,2036.0,Curtobacterium citreum,species,Curtobacterium citreum,28.00,28.00,28.0,original,optimum,BacDive,7308,2036,False,False,False,True,mesophiles bin 2
913969,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,85021.0,Intrasporangiaceae,136099.0,Knoellia,913969.0,Knoellia flava,species,Knoellia flava,28.00,28.00,28.0,original,optimum,BacDive,6272,913969,False,False,False,True,mesophiles bin 2
1837344,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85009.0,Propionibacteriales,31957.0,Propionibacteriaceae,1085622.0,Propioniciclava,1837344.0,Propioniciclava sinopodophylli,species,Propioniciclava sinopodophylli,29.00,29.00,29.0,original,optimum,Tempura,Tempura6133,1837344,False,False,False,True,mesophiles bin 2
1434730,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85008.0,Micromonosporales,28056.0,Micromonosporaceae,35753.0,Dactylosporangium,1434730.0,Dactylosporangium cerinum,species,Dactylosporangium cerinum,28.00,28.00,28.0,original,optimum,Tempura,Tempura6855,1434730,False,False,False,True,mesophiles bin 2
212765,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85007.0,Mycobacteriales,1762.0,Mycobacteriaceae,1866885.0,Mycolicibacterium,212765.0,Mycolicibacterium madagascariense,species,Mycolicibacterium madagascariense,31.00,31.00,31.0,original,optimum,Tempura,Tempura7525,212765,False,False,False,True,mesophiles bin 2
710696,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,85021.0,Intrasporangiaceae,53357.0,Intrasporangium,53358.0,Intrasporangium calvum,strain,Intrasporangium calvum DSM 43043,28.00,28.00,28.0,original,optimum,BacDive,6242,710696,False,False,False,True,mesophiles bin 2
1617087,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85011.0,Kitasatosporales,2062.0,Streptomycetaceae,1883.0,Streptomyces,1617087.0,Streptomyces polygonati,species,Streptomyces polygonati,30.00,30.00,30.0,original,optimum,Tempura,Tempura4430,1617087,False,False,False,True,mesophiles bin 2
1784724,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85010.0,Pseudonocardiales,2070.0,Pseudonocardiaceae,165301.0,Lentzea,1784724.0,Lentzea chajnantorensis,species,Lentzea chajnantorensis,28.00,28.00,28.0,original,optimum,Tempura,Tempura3997,1784724,False,False,False,True,mesophiles bin 2
756689,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85007.0,Mycobacteriales,85025.0,Nocardiaceae,1817.0,Nocardia,756689.0,Nocardia amikacinitolerans,species,Nocardia amikacinitolerans,25.00,25.00,25.0,original,optimum,Tempura,Tempura2181,756689,False,False,False,True,mesophiles bin 2
52697,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85008.0,Micromonosporales,28056.0,Micromonosporaceae,1865.0,Actinoplanes,52697.0,Actinoplanes regularis,species,Actinoplanes regularis,28.00,28.00,26.5,average,optimum,BacDive,7812,52697,False,False,False,True,mesophiles bin 2
1794944,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,145357.0,Dermacoccaceae,1096776.0,Flexivirga,1794944.0,Flexivirga oryzae,species,Flexivirga oryzae,30.00,30.00,30.0,original,optimum,Tempura,Tempura4998,1794944,False,False,False,True,mesophiles bin 2
1049583,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85006.0,Micrococcales,1268.0,Micrococcaceae,57493.0,Kocuria,1049583.0,Kocuria indica,species,Kocuria indica,29.00,29.00,29.0,original,optimum,Tempura,Tempura2489,1049583,False,False,False,True,mesophiles bin 2
83262,2.0,Bacteria,201174.0,1760.0,Actinomycetes,85007.0,Mycobacteriales,1762.0,Mycobacteriaceae,670516.0,Mycobacteroides,83262.0,Mycobacteroides immunogenum,species,Mycobacteroides immunogenum,30.00,30.00,30.0,original,optimum,"Lyubetsky et al., 2020",Lyu381,83262,False,False,False,True,mesophiles bin 2
661478,2.0,Bacteria,67819.0,1663419.0,Fimbriimonadia,1663425.0,Fimbriimonadales,1663426.0,Fimbriimonadaceae,1005038.0,Fimbriimonas,1005039.0,Fimbriimonas ginsengisoli,strain,Fimbriimonas ginsengisoli Gsoil 348,30.00,30.00,30.0,original,optimum,Tempura,Tempura7615,661478,False,False,False,True,mesophiles bin 2
