ncbiTaxID_new,superkingdom_id,superkingdom,phylum_id,phylum,class_id,class,order_id,order,family_id,family,genus_id,genus,species_id,species,rank_new,name_new,Temp,Temp_Range_Average,Temp_Duplicate_Average,Temp_Value,Type,Source,Source_ID
1224162,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85007,Mycobacteriales,1653,Corynebacteriaceae,1716,Corynebacterium,349751,Corynebacterium marinum,strain,Corynebacterium marinum DSM 44953,30-32,31.00,31.00,original,optimum,BacDive,3223
1247546,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72274,Pseudomonadales,135621,Pseudomonadaceae,286,Pseudomonas,1247546,Pseudomonas hunanensis,species,Pseudomonas hunanensis,31.00,31.00,31.00,original,optimum,Tempura,Tempura3273
1280948,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,2800060,Hyphomonadales,69657,Hyphomonadaceae,85,Hyphomonas,1280948,Hyphomonas atlantica,species,Hyphomonas atlantica,31.00,31.00,31.00,original,optimum,Tempura,Tempura6028
1303090,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,75682,Oxalobacteraceae,149698,Massilia,1303090,Massilia kyonggiensis,species,Massilia kyonggiensis,31.00,31.00,31.00,original,optimum,Tempura,Tempura3090
1327753,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,356,Hyphomicrobiales,2685818,Amorphaceae,580880,Amorphus,1327753,Amorphus suaedae,species,Amorphus suaedae,31.00,31.00,31.00,original,optimum,Tempura,Tempura4279
1329370,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135619,Oceanospirillales,28256,Halomonadaceae,3137763,Franzmannia,1329370,Franzmannia qiaohouensis,species,Franzmannia qiaohouensis,31.00,31.00,31.00,original,optimum,Tempura,Tempura2393
1335627,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,204433,Terriglobales,204434,Acidobacteriaceae,1078830,Acidicapsa,1335627,Acidicapsa acidiphila,species,Acidicapsa acidiphila,31.00,31.00,31.00,original,optimum,Tempura,Tempura4423
1335629,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,204433,Terriglobales,204434,Acidobacteriaceae,1078830,Acidicapsa,1335629,Acidicapsa ferrireducens,species,Acidicapsa ferrireducens,31.00,31.00,31.00,original,optimum,Tempura,Tempura4422
1382801,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,2800059,Maricaulales,2800061,Maricaulaceae,1433402,Glycocaulis,1382801,Glycocaulis albus,species,Glycocaulis albus,31.00,31.00,31.00,original,optimum,Tempura,Tempura4278
1399968,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,119060,Burkholderiaceae,1822464,Paraburkholderia,1399968,Paraburkholderia monticola,species,Paraburkholderia monticola,31.00,31.00,31.00,original,optimum,Tempura,Tempura6027
1408419,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204441,Rhodospirillales,433,Acetobacteraceae,50709,Acidocella,525,Acidocella facilis,strain,Acidocella facilis ATCC 35904,31.00,31.00,31.00,original,optimum,aciDB,aciDB69
1424081,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85008,Micromonosporales,28056,Micromonosporaceae,35753,Dactylosporangium,1424081,Dactylosporangium sucinum,species,Dactylosporangium sucinum,31.00,31.00,31.00,original,optimum,Tempura,Tempura6026
1464554,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85009,Propionibacteriales,85015,Nocardioidaceae,2040,Aeromicrobium,1464554,Aeromicrobium massiliense,species,Aeromicrobium massiliense,31.00,31.00,31.00,original,optimum,Tempura,Tempura2392
1469502,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,nan,,nan,,1469502,Burkholderiales bacterium GJ-E10,species,Burkholderiales bacterium GJ-E10,31.00,31.00,31.00,original,optimum,aciDB,aciDB106
1490288,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85010,Pseudonocardiales,2070,Pseudonocardiaceae,39845,Actinokineospora,1490288,Actinokineospora guangxiensis,species,Actinokineospora guangxiensis,31.00,31.00,31.00,original,optimum,Tempura,Tempura4277
1517578,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,85020,Dermabacteraceae,43668,Brachybacterium,1517578,Brachybacterium horti,species,Brachybacterium horti,31.00,31.00,31.00,original,optimum,Tempura,Tempura6025
1523623,2,Bacteria,200940,Thermodesulfobacteriota,3031651,Desulfuromonadia,69541,Desulfuromonadales,213421,Desulfuromonadaceae,890,Desulfuromonas,1523623,Desulfuromonas carbonis,species,Desulfuromonas carbonis,31.00,31.00,31.00,original,optimum,Tempura,Tempura6024
1536707,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,75682,Oxalobacteraceae,149698,Massilia,1536707,Massilia arvi,species,Massilia arvi,31.00,31.00,31.00,original,optimum,Tempura,Tempura3089
1537679,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,72275,Alteromonadaceae,1940527,Pseudobowmanella,1537679,Pseudobowmanella zhangzhouensis,species,Pseudobowmanella zhangzhouensis,31.00,31.00,31.00,original,optimum,Tempura,Tempura3088
1577442,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85010,Pseudonocardiales,2070,Pseudonocardiaceae,1813,Amycolatopsis,1577442,Amycolatopsis stemonae,species,Amycolatopsis stemonae,31.00,31.00,31.00,original,optimum,Tempura,Tempura4276
1580092,2157,Archaea,651137,Nitrososphaerota,1643678,Nitrososphaeria,31932,Nitrosopumilales,338190,Nitrosopumilaceae,338191,Nitrosopumilus,1580092,Nitrosopumilus adriaticus,species,Nitrosopumilus adriaticus,31.00,31.00,31.00,original,optimum,Tempura,Tempura7272
1591124,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,28453,Sphingobacterium,1591124,Sphingobacterium mucilaginosum,species,Sphingobacterium mucilaginosum,31.00,31.00,31.00,original,optimum,Tempura,Tempura6023
1706840,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85012,Streptosporangiales,2004,Streptosporangiaceae,2000,Streptosporangium,1706840,Streptosporangium saharense,species,Streptosporangium saharense,31.00,31.00,31.00,original,optimum,Tempura,Tempura3086
1737570,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,31989,Paracoccaceae,2201379,Kandeliimicrobium,1737570,Kandeliimicrobium roseum,species,Kandeliimicrobium roseum,31.00,31.00,31.00,original,optimum,Tempura,Tempura3142
1739690,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,335929,Erythrobacteraceae,2676755,Croceibacterium,1739690,Croceibacterium soli,species,Croceibacterium soli,31.00,31.00,31.00,original,optimum,Tempura,Tempura6076
1776118,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,41297,Sphingomonadaceae,165696,Novosphingobium,1776118,Novosphingobium naphthae,species,Novosphingobium naphthae,31.00,31.00,31.00,original,optimum,Tempura,Tempura3087
1783356,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,31989,Paracoccaceae,1060,Rhodobacter,1783356,Rhodobacter sediminis,species,Rhodobacter sediminis,31.00,31.00,31.00,original,optimum,Tempura,Tempura2451
1792174,2,Bacteria,1239,Bacillota,91061,Bacilli,1385,Bacillales,186822,Paenibacillaceae,44249,Paenibacillus,1792174,Paenibacillus apis,species,Paenibacillus apis,31.00,31.00,31.00,original,optimum,Tempura,Tempura6022
1811807,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135613,Chromatiales,449719,Granulosicoccaceae,1860077,Sulfuriflexus,1811807,Sulfuriflexus mobilis,species,Sulfuriflexus mobilis,31.00,31.00,31.00,original,optimum,Tempura,Tempura7273
1816182,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85012,Streptosporangiales,2004,Streptosporangiaceae,2000,Streptosporangium,1816182,Streptosporangium becharense,species,Streptosporangium becharense,31.00,31.00,31.00,original,optimum,Tempura,Tempura3085
1852971,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,1852971,Flavobacterium luticocti,species,Flavobacterium luticocti,31.00,31.00,31.00,original,optimum,Tempura,Tempura4275
1854499,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,75682,Oxalobacteraceae,1344552,Noviherbaspirillum,1854499,Noviherbaspirillum agri,species,Noviherbaspirillum agri,31.00,31.00,31.00,original,optimum,Tempura,Tempura2391
1888893,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,506,Alcaligenaceae,2109346,Parvibium,1888893,Parvibium lacunae,species,Parvibium lacunae,31.00,31.00,31.00,original,optimum,Tempura,Tempura4274
1909734,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204441,Rhodospirillales,3031147,Oceanibaculaceae,659693,Oceanibaculum,1909734,Oceanibaculum nanhaiense,species,Oceanibaculum nanhaiense,31.00,31.00,31.00,original,optimum,Tempura,Tempura2390
2040474,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85010,Pseudonocardiales,2070,Pseudonocardiaceae,1851,Saccharomonospora,2040474,Saccharomonospora colocasiae,species,Saccharomonospora colocasiae,31.00,31.00,31.00,original,optimum,Tempura,Tempura1004
2041421,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85011,Kitasatosporales,2062,Streptomycetaceae,1883,Streptomyces,2041421,Streptomyces canalis,species,Streptomyces canalis,31.00,31.00,31.00,original,optimum,Tempura,Tempura1008
2051041,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,2896860,Spirosomataceae,2051037,Ravibacter,2051041,Ravibacter arvi,species,Ravibacter arvi,31.00,31.00,31.00,original,optimum,Tempura,Tempura4273
2100748,2,Bacteria,74201,Verrucomicrobiota,414999,Opitutia,415000,Opitutales,134623,Opitutaceae,2100741,Oleiharenicola,2100748,Oleiharenicola alkalitolerans,species,Oleiharenicola alkalitolerans,31.00,31.00,31.00,original,optimum,Tempura,Tempura4272
2125989,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,72275,Alteromonadaceae,2125985,Neptunicella,2125989,Neptunicella marina,species,Neptunicella marina,31.00,31.00,31.00,original,optimum,Tempura,Tempura3272
2498850,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,85023,Microbacteriaceae,390250,Labedella,2498850,Labedella populi,species,Labedella populi,31.00,31.00,31.00,original,optimum,Tempura,Tempura3307
553814,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,80864,Comamonadaceae,12916,Acidovorax,553814,Acidovorax carolinensis,species,Acidovorax carolinensis,31.25,31.25,31.25,original,optimum,Tempura,Tempura4421
2743,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72274,Pseudomonadales,2887365,Marinobacteraceae,2742,Marinobacter,2743,Marinobacter nauticus,species,Marinobacter nauticus,32.00,32.00,31.33,average,optimum,BacDive,473
2374,2,Bacteria,1239,Bacillota,909932,Negativicutes,909929,Selenomonadales,1843490,Sporomusaceae,2373,Acetonema,2374,Acetonema longum,species,Acetonema longum,31.50,31.50,31.50,original,optimum,Tempura,Tempura4416
29385,2,Bacteria,1239,Bacillota,91061,Bacilli,1385,Bacillales,90964,Staphylococcaceae,1279,Staphylococcus,29385,Staphylococcus saprophyticus,species,Staphylococcus saprophyticus,31.50,31.50,31.50,original,optimum,"Lyubetsky et al., 2020",Lyu443
104268,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,104267,Tenacibaculum,104268,Tenacibaculum mesophilum,species,Tenacibaculum mesophilum,31.50,31.50,31.50,original,optimum,Tempura,Tempura1390
270495,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72273,Thiotrichales,2056687,Fastidiosibacteraceae,482136,Fangia,270495,Fangia hongkongensis,species,Fangia hongkongensis,31.50,31.50,31.50,original,optimum,Tempura,Tempura4415
314265,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,2854170,Roseobacteraceae,263377,Salipiger,344736,Salipiger bermudensis,strain,Salipiger bermudensis HTCC2601,31.50,31.50,31.50,original,optimum,Tempura,Tempura4414
321661,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72274,Pseudomonadales,135621,Pseudomonadaceae,286,Pseudomonas,321661,Pseudomonas vranovensis,species,Pseudomonas vranovensis,31.50,31.50,31.50,original,optimum,Tempura,Tempura7029
321662,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72274,Pseudomonadales,135621,Pseudomonadaceae,286,Pseudomonas,321662,Pseudomonas moraviensis,species,Pseudomonas moraviensis,31.50,31.50,31.50,original,optimum,Tempura,Tempura7028
356658,2,Bacteria,1239,Bacillota,91061,Bacilli,1385,Bacillales,186817,Bacillaceae,2675229,Peribacillus,356658,Peribacillus kribbensis,species,Peribacillus kribbensis,31.50,31.50,31.50,original,optimum,Tempura,Tempura1476
379893,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,91347,Enterobacterales,543,Enterobacteriaceae,158851,Trabulsiella,379893,Trabulsiella odontotermitis,species,Trabulsiella odontotermitis,31.50,31.50,31.50,original,optimum,Tempura,Tempura3129
379895,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,80864,Comamonadaceae,283,Comamonas,379895,Comamonas odontotermitis,species,Comamonas odontotermitis,28.0-35.0,31.50,31.50,original,optimum,BacDive,2936
396013,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,31989,Paracoccaceae,1679449,Pseudooceanicola,396013,Pseudooceanicola marinus,species,Pseudooceanicola marinus,31.50,31.50,31.50,original,optimum,Tempura,Tempura3130
421058,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,2762318,Weeksellaceae,59732,Chryseobacterium,421058,Chryseobacterium oranimense,species,Chryseobacterium oranimense,30-33,31.50,31.50,original,optimum,BacDive,5686
515350,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85008,Micromonosporales,28056,Micromonosporaceae,1873,Micromonospora,515350,Micromonospora endophytica,species,Micromonospora endophytica,31.50,31.50,31.50,original,optimum,BacDive,8052
593750,2157,Archaea,28890,Euryarchaeota,224756,Methanomicrobia,2191,Methanomicrobiales,1198451,Methanoregulaceae,395331,Methanoregula,882104,Methanoregula formicica,strain,Methanoregula formicica SMSP,31.50,31.50,31.50,original,optimum,Tempura,Tempura4406
641660,2,Bacteria,1239,Bacillota,91061,Bacilli,1385,Bacillales,186817,Bacillaceae,2837507,Robertmurraya,641660,Robertmurraya beringensis,species,Robertmurraya beringensis,31.50,31.50,31.50,original,optimum,Tempura,Tempura3150
647384,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,2887327,Kangiellales,1920240,Kangiellaceae,261963,Kangiella,647384,Kangiella japonica,species,Kangiella japonica,31.50,31.50,31.50,original,optimum,Tempura,Tempura3128
849756,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,563798,Cyclobacteriaceae,1511649,Mongoliitalea,849756,Mongoliitalea lutea,species,Mongoliitalea lutea,31.50,31.50,31.50,original,optimum,Tempura,Tempura3276
912592,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,563798,Cyclobacteriaceae,1237108,Mongoliicoccus,912592,Mongoliicoccus roseus,species,Mongoliicoccus roseus,31.50,31.50,31.50,original,optimum,Tempura,Tempura3149
990271,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135623,Vibrionales,641,Vibrionaceae,662,Vibrio,990271,Vibrio variabilis,species,Vibrio variabilis,31.50,31.50,31.50,original,optimum,Tempura,Tempura4376
1002689,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,204433,Terriglobales,204434,Acidobacteriaceae,1742983,Occallatibacter,1002689,Occallatibacter riparius,species,Occallatibacter riparius,31.50,31.50,31.50,original,optimum,Tempura,Tempura4271
1089439,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72273,Thiotrichales,2056687,Fastidiosibacteraceae,482136,Fangia,270495,Fangia hongkongensis,strain,Fangia hongkongensis FSC776 = DSM 21703,31.50,31.50,31.50,original,optimum,BacDive,5754
1121092,2,Bacteria,1239,Bacillota,91061,Bacilli,1385,Bacillales,186817,Bacillaceae,2675229,Peribacillus,356658,Peribacillus kribbensis,strain,Peribacillus kribbensis DSM 17871,31.50,31.50,31.50,original,optimum,BacDive,1279
1121392,2,Bacteria,200940,Thermodesulfobacteriota,3024418,Desulfobacteria,213118,Desulfobacterales,3031627,Desulfatibacillaceae,218207,Desulfatibacillum,218208,Desulfatibacillum aliphaticivorans,strain,Desulfatibacillum aliphaticivorans DSM 15576,28-35,31.50,31.50,original,optimum,BacDive,3946
1137280,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72274,Pseudomonadales,2887365,Marinobacteraceae,2742,Marinobacter,1137280,Marinobacter nitratireducens,species,Marinobacter nitratireducens,31.50,31.50,31.50,original,optimum,Tempura,Tempura3127
1449353,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85011,Kitasatosporales,2062,Streptomycetaceae,2995705,Phaeacidiphilus,348818,Phaeacidiphilus oryzae,strain,Phaeacidiphilus oryzae TH49,31.50,31.50,31.50,original,optimum,aciDB,aciDB242
1468178,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135619,Oceanospirillales,135620,Oceanospirillaceae,1775292,Motiliproteus,1468178,Motiliproteus sediminis,species,Motiliproteus sediminis,31.50,31.50,31.50,original,optimum,Tempura,Tempura2468
1473182,2,Bacteria,1239,Bacillota,91061,Bacilli,1385,Bacillales,186822,Paenibacillaceae,44249,Paenibacillus,1473182,Paenibacillus liaoningensis,species,Paenibacillus liaoningensis,31.50,31.50,31.50,original,optimum,Tempura,Tempura6064
1476748,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,nan,,nan,,1931219,Bounagaea,1476748,Bounagaea algeriensis,species,Bounagaea algeriensis,31.50,31.50,31.50,original,optimum,Tempura,Tempura4375
1500549,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,563798,Cyclobacteriaceae,232244,Belliella,1500549,Belliella buryatensis,species,Belliella buryatensis,31.50,31.50,31.50,original,optimum,Tempura,Tempura4413
1508770,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135619,Oceanospirillales,28256,Halomonadaceae,504090,Kushneria,1508770,Kushneria pakistanensis,species,Kushneria pakistanensis,31.50,31.50,31.50,original,optimum,Tempura,Tempura4412
1513271,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,72275,Alteromonadaceae,1172191,Catenovulum,1513271,Catenovulum maritimum,species,Catenovulum maritimum,31.50,31.50,31.50,original,optimum,Tempura,Tempura6063
1564164,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,1643682,Geodermatophilales,85030,Geodermatophilaceae,38501,Blastococcus,1564164,Blastococcus xanthinilyticus,species,Blastococcus xanthinilyticus,31.50,31.50,31.50,original,optimum,Tempura,Tempura2450
1602942,2,Bacteria,1239,Bacillota,91061,Bacilli,1385,Bacillales,186817,Bacillaceae,2675230,Cytobacillus,1602942,Cytobacillus depressus,species,Cytobacillus depressus,31.50,31.50,31.50,original,optimum,Tempura,Tempura4411
1602943,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135619,Oceanospirillales,28256,Halomonadaceae,3137766,Vreelandella,1602943,Vreelandella lutescens,species,Vreelandella lutescens,31.50,31.50,31.50,original,optimum,Tempura,Tempura6062
1620405,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,221065,Kordia,1620405,Kordia zhangzhouensis,species,Kordia zhangzhouensis,31.50,31.50,31.50,original,optimum,Tempura,Tempura4744
1652104,2,Bacteria,1239,Bacillota,91061,Bacilli,1385,Bacillales,186817,Bacillaceae,1817571,Fermentibacillus,1652104,Fermentibacillus polygoni,species,Fermentibacillus polygoni,31.50,31.50,31.50,original,optimum,Tempura,Tempura4410
1654455,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,1742980,Aurantiacicella,1654455,Aurantiacicella marina,species,Aurantiacicella marina,31.50,31.50,31.50,original,optimum,Tempura,Tempura6047
1685382,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,2854170,Roseobacteraceae,2854185,Pseudoponticoccus,1685382,Pseudoponticoccus marisrubri,species,Pseudoponticoccus marisrubri,31.50,31.50,31.50,original,optimum,Tempura,Tempura4409
1701089,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85010,Pseudonocardiales,2070,Pseudonocardiaceae,1847,Pseudonocardia,1701089,Pseudonocardia thailandensis,species,Pseudonocardia thailandensis,31.50,31.50,31.50,original,optimum,Tempura,Tempura4374
1719035,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,1853232,Hymenobacteraceae,323449,Pontibacter,1719035,Pontibacter locisalis,species,Pontibacter locisalis,31.50,31.50,31.50,original,optimum,Tempura,Tempura4408
1735589,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85009,Propionibacteriales,85015,Nocardioidaceae,1839,Nocardioides,1735589,Nocardioides gilvus,species,Nocardioides gilvus,31.50,31.50,31.50,original,optimum,Tempura,Tempura3148
1758122,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85008,Micromonosporales,28056,Micromonosporaceae,35753,Dactylosporangium,1758122,Dactylosporangium solaniradicis,species,Dactylosporangium solaniradicis,31.50,31.50,31.50,original,optimum,Tempura,Tempura4373
1759464,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,2041439,Gelatiniphilus,1759464,Gelatiniphilus marinus,species,Gelatiniphilus marinus,31.50,31.50,31.50,original,optimum,Tempura,Tempura6061
1767027,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,1767027,Flavobacterium suaedae,species,Flavobacterium suaedae,31.50,31.50,31.50,original,optimum,Tempura,Tempura4407
1817964,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,356,Hyphomicrobiales,82115,Rhizobiaceae,323620,Shinella,1817964,Shinella curvata,species,Shinella curvata,31.50,31.50,31.50,original,optimum,Tempura,Tempura2449
1849103,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,145357,Dermacoccaceae,1096776,Flexivirga,1849103,Flexivirga endophytica,species,Flexivirga endophytica,31.50,31.50,31.50,original,optimum,Tempura,Tempura2448
1940690,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267893,Idiomarinaceae,2800384,Pseudidiomarina,1940690,Pseudidiomarina andamanensis,species,Pseudidiomarina andamanensis,31.50,31.50,31.50,original,optimum,Tempura,Tempura2447
2042995,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,1707752,Hanstruepera,2042995,Hanstruepera ponticola,species,Hanstruepera ponticola,33.00,33.00,31.50,average,optimum,Tempura,Tempura3554
2047749,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,31989,Paracoccaceae,2047745,Oceaniglobus,2047749,Oceaniglobus indicus,species,Oceaniglobus indicus,31.50,31.50,31.50,original,optimum,Tempura,Tempura6046
2083203,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,1287916,Euzebyella,2083203,Euzebyella algicola,species,Euzebyella algicola,31.50,31.50,31.50,original,optimum,Tempura,Tempura6060
2172019,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85009,Propionibacteriales,85015,Nocardioidaceae,1839,Nocardioides,2172019,Nocardioides pelophilus,species,Nocardioides pelophilus,31.50,31.50,31.50,original,optimum,Tempura,Tempura4372
2364273,2,Bacteria,200940,Thermodesulfobacteriota,3031651,Desulfuromonadia,3031668,Geobacterales,213422,Geobacteraceae,2651583,Geomonas,2364273,Geomonas oryzae,species,Geomonas oryzae,31.50,31.50,31.50,original,optimum,Tempura,Tempura3147
2509675,2,Bacteria,200795,Chloroflexota,388447,Ktedonobacteria,388448,Ktedonobacterales,2692416,Ktedonosporobacteraceae,2692417,Ktedonosporobacter,2509675,Ktedonosporobacter rubrisoli,species,Ktedonosporobacter rubrisoli,31.50,31.50,31.50,original,optimum,Tempura,Tempura2446
2529433,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,2529433,Flavobacterium silvisoli,species,Flavobacterium silvisoli,31.50,31.50,31.50,original,optimum,Tempura,Tempura4371
2562681,2,Bacteria,200940,Thermodesulfobacteriota,3031651,Desulfuromonadia,3031668,Geobacterales,213422,Geobacteraceae,2651583,Geomonas,2562681,Geomonas terrae,species,Geomonas terrae,31.50,31.50,31.50,original,optimum,Tempura,Tempura3146
2570226,2,Bacteria,200940,Thermodesulfobacteriota,3031651,Desulfuromonadia,3031668,Geobacterales,213422,Geobacteraceae,2651583,Geomonas,2570226,Geomonas edaphica,species,Geomonas edaphica,31.50,31.50,31.50,original,optimum,Tempura,Tempura3145
2570227,2,Bacteria,200940,Thermodesulfobacteriota,3031651,Desulfuromonadia,3031668,Geobacterales,213422,Geobacteraceae,2651583,Geomonas,2570227,Geomonas ferrireducens,species,Geomonas ferrireducens,31.50,31.50,31.50,original,optimum,Tempura,Tempura3144
2665665,2,Bacteria,1239,Bacillota,91061,Bacilli,1385,Bacillales,186821,Sporolactobacillaceae,442527,Scopulibacillus,2665665,Scopulibacillus cellulosilyticus,species,Scopulibacillus cellulosilyticus,31.50,31.50,31.50,original,optimum,Tempura,Tempura2445
2707068,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,41297,Sphingomonadaceae,13687,Sphingomonas,2707068,Sphingomonas montis,species,Sphingomonas montis,31.50,31.50,31.50,original,optimum,Tempura,Tempura3126
1458337,2,Bacteria,57723,Acidobacteriota,1562566,Blastocatellia,1748771,Blastocatellales,1748772,Blastocatellaceae,1748767,Stenotrophobacter,1458337,Stenotrophobacter terrae,species,Stenotrophobacter terrae,31.55,31.55,31.55,original,optimum,Tempura,Tempura4399
926,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,nan,,32012,Thiomonas,926,Thiomonas intermedia,species,Thiomonas intermedia,32.50,32.50,31.67,average,optimum,"Lyubetsky et al., 2020",Lyu482
438744,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135619,Oceanospirillales,28256,Halomonadaceae,2745,Halomonas,438744,Halomonas caseinilytica,species,Halomonas caseinilytica,30.00,30.00,31.67,average,optimum,BacDive,6069
103816,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85007,Mycobacteriales,85025,Nocardiaceae,1827,Rhodococcus,103816,Rhodococcus pyridinivorans,species,Rhodococcus pyridinivorans,33.50,33.50,31.75,average,optimum,Tempura,Tempura2332
